,s
765,http://yago-knowledge.org/resource/Illuminated_manuscript
766,http://yago-knowledge.org/resource/Bungalow
767,http://yago-knowledge.org/resource/Brewpub
768,http://yago-knowledge.org/resource/Alberta_provincial_electoral_districts
769,http://yago-knowledge.org/resource/Gymnasium_(school)
770,http://yago-knowledge.org/resource/Pinball
771,http://yago-knowledge.org/resource/Castra
772,http://yago-knowledge.org/resource/Variable_star
773,http://yago-knowledge.org/resource/Proximity_card
774,http://yago-knowledge.org/resource/Tag_team
775,http://yago-knowledge.org/resource/Comic_strip
776,http://yago-knowledge.org/resource/Holiday
777,http://yago-knowledge.org/resource/Religious_order
779,http://yago-knowledge.org/resource/Sanremo_Music_Festival
780,http://yago-knowledge.org/resource/Ranch
781,http://yago-knowledge.org/resource/Children's_hospital
782,http://yago-knowledge.org/resource/Borough_status_in_the_United_Kingdom
783,http://yago-knowledge.org/resource/Non-metropolitan_district
784,http://yago-knowledge.org/resource/Deme
785,http://yago-knowledge.org/resource/Communes_of_Moldova
786,http://yago-knowledge.org/resource/Embedded_operating_system
787,http://yago-knowledge.org/resource/Network_operating_system
788,http://yago-knowledge.org/resource/Local_Service_District_(Newfoundland_and_Labrador)
789,http://yago-knowledge.org/resource/Designated_place
791,http://yago-knowledge.org/resource/Polyketide
792,http://yago-knowledge.org/resource/Process_(engineering)
793,http://yago-knowledge.org/resource/Star
794,http://yago-knowledge.org/resource/Vuelta_a_Castilla_y_León
795,http://yago-knowledge.org/resource/Clásica_de_San_Sebastián
796,http://yago-knowledge.org/resource/Junior_college
797,http://yago-knowledge.org/resource/Gewogs_of_Bhutan
798,http://yago-knowledge.org/resource/Guided_missile_destroyer
799,http://yago-knowledge.org/resource/Trade_fair
800,http://yago-knowledge.org/resource/Internal_combustion_engine
802,http://yago-knowledge.org/resource/Fatty_aldehyde
803,http://yago-knowledge.org/resource/Strade_Bianche
805,http://yago-knowledge.org/resource/Seaside_resort
806,http://yago-knowledge.org/resource/Regulation
807,http://yago-knowledge.org/resource/Passenger_ship
809,http://yago-knowledge.org/resource/Folly
811,http://yago-knowledge.org/resource/Motive_power_depot
812,http://yago-knowledge.org/resource/Bus_garage
813,http://yago-knowledge.org/resource/Departments_of_Haiti
814,http://yago-knowledge.org/resource/Counties_of_China
815,http://yago-knowledge.org/resource/Artificial_lake
816,http://yago-knowledge.org/resource/Order_of_battle
817,http://yago-knowledge.org/resource/Mobile_phone
818,http://yago-knowledge.org/resource/Apostolic_vicariate
819,http://yago-knowledge.org/resource/Synonym_(taxonomy)
820,http://yago-knowledge.org/resource/Chinese_garden
821,http://yago-knowledge.org/resource/Convention_center
822,http://yago-knowledge.org/resource/Music_competition
823,http://yago-knowledge.org/resource/Applied_science
824,http://yago-knowledge.org/resource/Ziemia
825,http://yago-knowledge.org/resource/Cities_of_Japan
826,http://yago-knowledge.org/resource/Branches_of_physics
827,http://yago-knowledge.org/resource/Artifact_(archaeology)
829,http://yago-knowledge.org/resource/Stratovolcano
830,http://yago-knowledge.org/resource/Cable-stayed_bridge
831,http://yago-knowledge.org/resource/Aerodrome
832,http://yago-knowledge.org/resource/Historical_document
833,http://yago-knowledge.org/resource/Streaming_media
834,http://yago-knowledge.org/resource/Stock_exchange
835,http://yago-knowledge.org/resource/Bandy_World_Championship
836,http://yago-knowledge.org/resource/List_of_Canadian_federal_general_elections
837,http://yago-knowledge.org/resource/District_(China)
838,http://yago-knowledge.org/resource/Voluntary_association
839,http://yago-knowledge.org/resource/Directive_(European_Union)
840,http://yago-knowledge.org/resource/Conspiracy_theory
841,http://yago-knowledge.org/resource/Delict
842,http://yago-knowledge.org/resource/Gmina
843,http://yago-knowledge.org/resource/Districts_of_Japan
844,http://yago-knowledge.org/resource/General_strike
845,http://yago-knowledge.org/resource/Fortification
846,http://yago-knowledge.org/resource/Revenue_house
847,http://yago-knowledge.org/resource/Nature_center
848,http://yago-knowledge.org/resource/Constructed_language
849,http://yago-knowledge.org/resource/Orchestra
850,http://yago-knowledge.org/resource/Inlet
851,http://yago-knowledge.org/resource/Billionaire
852,http://yago-knowledge.org/resource/UCI_Road_World_Championships_–_Men's_road_race
853,http://yago-knowledge.org/resource/Human_spaceflight
854,http://yago-knowledge.org/resource/Imprint_(trade_name)
855,http://yago-knowledge.org/resource/Patrol_boat
856,http://yago-knowledge.org/resource/Copa_América_de_Ciclismo
857,http://yago-knowledge.org/resource/Referendum
858,http://yago-knowledge.org/resource/Political_faction
859,http://yago-knowledge.org/resource/Liberation_movement
860,http://yago-knowledge.org/resource/Reality_television
861,http://yago-knowledge.org/resource/Belgian_Grand_Prix
862,http://yago-knowledge.org/resource/Dutch_TT
863,http://yago-knowledge.org/resource/Diacritic
864,http://yago-knowledge.org/resource/Japanese_castle
865,http://yago-knowledge.org/resource/Tower_house
866,http://yago-knowledge.org/resource/Scholarship
867,http://yago-knowledge.org/resource/Student_society
868,http://yago-knowledge.org/resource/Sinkhole
869,http://yago-knowledge.org/resource/County-level_city
870,http://yago-knowledge.org/resource/Order_(distinction)
873,http://yago-knowledge.org/resource/Canadian_Open_(tennis)
874,http://yago-knowledge.org/resource/Folk_high_school
875,http://yago-knowledge.org/resource/Group_stage
876,http://yago-knowledge.org/resource/United_States_Military_Standard
877,http://yago-knowledge.org/resource/All-female_band
878,http://yago-knowledge.org/resource/Urban_park
879,http://yago-knowledge.org/resource/County_park
880,http://yago-knowledge.org/resource/Cyclone
881,http://yago-knowledge.org/resource/Abandoned_railway_station
882,http://yago-knowledge.org/resource/Battleship
883,http://yago-knowledge.org/resource/Districts_of_Pakistan
884,http://yago-knowledge.org/resource/Soundtrack_album
885,http://yago-knowledge.org/resource/Soundtrack
886,http://yago-knowledge.org/resource/Crown_jewels
888,http://yago-knowledge.org/resource/Lymph_node
889,http://yago-knowledge.org/resource/Internet_meme
892,http://yago-knowledge.org/resource/Dehestan_(administrative_division)
893,http://yago-knowledge.org/resource/Communist_party
894,http://yago-knowledge.org/resource/Badminton_at_the_Southeast_Asian_Games
895,http://yago-knowledge.org/resource/Ridge
897,http://yago-knowledge.org/resource/Department_store
898,http://yago-knowledge.org/resource/Learned_society
899,http://yago-knowledge.org/resource/Literary_society
900,http://yago-knowledge.org/resource/Public_benefit_organization
901,http://yago-knowledge.org/resource/Zone_d'exploitation_contrôlée
902,http://yago-knowledge.org/resource/Multimedia_framework
903,http://yago-knowledge.org/resource/Jewish_prayer
904,http://yago-knowledge.org/resource/Dot-com_company
905,http://yago-knowledge.org/resource/Radio_drama
906,http://yago-knowledge.org/resource/Literary_festival
907,http://yago-knowledge.org/resource/Webmail
908,http://yago-knowledge.org/resource/Heterocyclic_compound
909,http://yago-knowledge.org/resource/Web_framework
910,http://yago-knowledge.org/resource/Municipalities_of_Mexico
911,http://yago-knowledge.org/resource/Local_government_areas_of_Nigeria
912,http://yago-knowledge.org/resource/Boulevard
913,http://yago-knowledge.org/resource/Sheep_station
914,http://yago-knowledge.org/resource/Green_party
915,http://yago-knowledge.org/resource/Guldbagge_Awards
916,http://yago-knowledge.org/resource/Factory
917,http://yago-knowledge.org/resource/Software_design_pattern
918,http://yago-knowledge.org/resource/Steamboat
920,http://yago-knowledge.org/resource/Racing
921,http://yago-knowledge.org/resource/Provinces_of_Angola
922,http://yago-knowledge.org/resource/Container
923,http://yago-knowledge.org/resource/Auto_Club_400
924,http://yago-knowledge.org/resource/Barrios_of_Puerto_Rico
925,http://yago-knowledge.org/resource/Heliport
926,http://yago-knowledge.org/resource/Aviation_accidents_and_incidents
927,http://yago-knowledge.org/resource/Riddle
929,http://yago-knowledge.org/resource/Foreign_policy
930,http://yago-knowledge.org/resource/Lunar_mare
931,http://yago-knowledge.org/resource/Municipalities_of_Finland
932,http://yago-knowledge.org/resource/Spring_(hydrology)
933,http://yago-knowledge.org/resource/Coin
934,http://yago-knowledge.org/resource/National_Parks_of_Poland
935,http://yago-knowledge.org/resource/Cabinet_(government)
936,http://yago-knowledge.org/resource/Coaching_inn
937,http://yago-knowledge.org/resource/Stockholm_Open
938,http://yago-knowledge.org/resource/Roman_aqueduct
939,http://yago-knowledge.org/resource/Cantons_of_Ecuador
940,http://yago-knowledge.org/resource/Divisions_of_the_Australian_House_of_Representatives
941,http://yago-knowledge.org/resource/Art_school
942,http://yago-knowledge.org/resource/Departments_of_Ivory_Coast
943,http://yago-knowledge.org/resource/Private_university
944,http://yago-knowledge.org/resource/Municipalities_of_the_Philippines
946,http://yago-knowledge.org/resource/List_of_territories_of_the_Democratic_Republic_of_the_Congo
947,http://yago-knowledge.org/resource/Beam_bridge
948,http://yago-knowledge.org/resource/Tell_(archaeology)
949,http://yago-knowledge.org/resource/Anthology_film
950,http://yago-knowledge.org/resource/Community_school_(England_and_Wales)
951,http://yago-knowledge.org/resource/Murder
952,http://yago-knowledge.org/resource/Environmental_organization
953,http://yago-knowledge.org/resource/Given_name
954,http://yago-knowledge.org/resource/Archipelago
955,http://yago-knowledge.org/resource/Literary_award
956,http://yago-knowledge.org/resource/Essential_medicines
957,http://yago-knowledge.org/resource/Autocannon
958,http://yago-knowledge.org/resource/Municipalities_of_Albania
959,http://yago-knowledge.org/resource/Storm
960,http://yago-knowledge.org/resource/Economy
961,http://yago-knowledge.org/resource/Military_base
962,http://yago-knowledge.org/resource/Bon-gwan
963,http://yago-knowledge.org/resource/Wooden_roller_coaster
964,http://yago-knowledge.org/resource/International_school
965,http://yago-knowledge.org/resource/Communications_satellite
966,http://yago-knowledge.org/resource/Tariqa
967,http://yago-knowledge.org/resource/Districts_of_British_India
968,http://yago-knowledge.org/resource/Service_provider
969,http://yago-knowledge.org/resource/Bell
970,http://yago-knowledge.org/resource/List_of_IBA_official_cocktails
971,http://yago-knowledge.org/resource/Ice_shelf
972,http://yago-knowledge.org/resource/Luftkurort
973,http://yago-knowledge.org/resource/City_of_regional_significance_(Ukraine)
974,http://yago-knowledge.org/resource/Box_set
975,http://yago-knowledge.org/resource/Printer_(publishing)
976,http://yago-knowledge.org/resource/Language_family
977,http://yago-knowledge.org/resource/Abbreviation
978,http://yago-knowledge.org/resource/Bretagne_Classic
979,http://yago-knowledge.org/resource/Bronze_sculpture
980,http://yago-knowledge.org/resource/Religious_denomination
982,http://yago-knowledge.org/resource/Districts_of_Ethiopia
983,http://yago-knowledge.org/resource/Silver_coin
984,http://yago-knowledge.org/resource/Community_areas_in_Chicago
985,http://yago-knowledge.org/resource/Eyalet
986,http://yago-knowledge.org/resource/Military_campaign
987,http://yago-knowledge.org/resource/Toxin
988,http://yago-knowledge.org/resource/Metrolinx_mobility_hubs
989,http://yago-knowledge.org/resource/Cove
990,http://yago-knowledge.org/resource/Planning
991,http://yago-knowledge.org/resource/WTA_Auckland_Open
992,http://yago-knowledge.org/resource/Corvette
993,http://yago-knowledge.org/resource/Brick_and_mortar
994,http://yago-knowledge.org/resource/Regions_of_Kazakhstan
995,http://yago-knowledge.org/resource/Municipalities_of_Portugal
996,http://yago-knowledge.org/resource/Comarcas_of_Spain
997,http://yago-knowledge.org/resource/Toll_road
998,http://yago-knowledge.org/resource/Shinto_shrine
999,http://yago-knowledge.org/resource/Haltepunkt
1000,http://yago-knowledge.org/resource/Barony_(Ireland)
1001,http://yago-knowledge.org/resource/Province
1002,http://yago-knowledge.org/resource/Counties_of_Iran
1003,http://yago-knowledge.org/resource/Swimming_pool
1004,http://yago-knowledge.org/resource/Postal_code
1005,http://yago-knowledge.org/resource/Squadron_(aviation)
1006,http://yago-knowledge.org/resource/Tour_du_Haut_Var
1007,http://yago-knowledge.org/resource/List_of_districts_of_Nepal
1008,http://yago-knowledge.org/resource/Wards_of_Japan
1009,http://yago-knowledge.org/resource/Monument
1010,http://yago-knowledge.org/resource/Teaching_hospital
1011,http://yago-knowledge.org/resource/Tertiary_referral_hospital
1012,http://yago-knowledge.org/resource/Plain
1013,http://yago-knowledge.org/resource/Plateau
1014,http://yago-knowledge.org/resource/Hospice
1015,http://yago-knowledge.org/resource/Patronymic_surname
1016,http://yago-knowledge.org/resource/Cultural_center
1017,http://yago-knowledge.org/resource/Zamenhof-Esperanto_object
